"ICD10CM","PHECODE","Exl. Phecodes","Excl. Phenotypes"
"S62.522K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.522K",804,"800-809.99","Fractures"
"S62.522P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.522P",804,"800-809.99","Fractures"
"S62.522S",804,"800-809.99","Fractures"
"S62.523",804,"800-809.99","Fractures"
"S62.523A",804,"800-809.99","Fractures"
"S62.523B",804,"800-809.99","Fractures"
"S62.523D",804,"800-809.99","Fractures"
"S62.523G",804,"800-809.99","Fractures"
"S62.523K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.523K",804,"800-809.99","Fractures"
"S62.523P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.523P",804,"800-809.99","Fractures"
"S62.523S",804,"800-809.99","Fractures"
"S62.524",804,"800-809.99","Fractures"
"S62.524A",804,"800-809.99","Fractures"
"S62.524B",804,"800-809.99","Fractures"
"S62.524D",804,"800-809.99","Fractures"
"S62.524G",804,"800-809.99","Fractures"
"S62.524K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.524K",804,"800-809.99","Fractures"
"S62.524P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.524P",804,"800-809.99","Fractures"
"S62.524S",804,"800-809.99","Fractures"
"S62.525",804,"800-809.99","Fractures"
"S62.525A",804,"800-809.99","Fractures"
"S62.525B",804,"800-809.99","Fractures"
"S62.525D",804,"800-809.99","Fractures"
"S62.525G",804,"800-809.99","Fractures"
"S62.525K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.525K",804,"800-809.99","Fractures"
"S62.525P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.525P",804,"800-809.99","Fractures"
"S62.525S",804,"800-809.99","Fractures"
"S62.526",804,"800-809.99","Fractures"
"S62.526A",804,"800-809.99","Fractures"
"S62.526B",804,"800-809.99","Fractures"
"S62.526D",804,"800-809.99","Fractures"
"S62.526G",804,"800-809.99","Fractures"
"S62.526K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.526K",804,"800-809.99","Fractures"
"S62.526P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.526P",804,"800-809.99","Fractures"
"S62.526S",804,"800-809.99","Fractures"
"S62.6",804,"800-809.99","Fractures"
"S62.60",804,"800-809.99","Fractures"
"S62.600",804,"800-809.99","Fractures"
"S62.600A",804,"800-809.99","Fractures"
"S62.600B",804,"800-809.99","Fractures"
"S62.600D",804,"800-809.99","Fractures"
"S62.600G",804,"800-809.99","Fractures"
"S62.600K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.600K",804,"800-809.99","Fractures"
"S62.600P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.600P",804,"800-809.99","Fractures"
"S62.600S",804,"800-809.99","Fractures"
"S62.601",804,"800-809.99","Fractures"
"S62.601A",804,"800-809.99","Fractures"
"S62.601B",804,"800-809.99","Fractures"
"S62.601D",804,"800-809.99","Fractures"
"S62.601G",804,"800-809.99","Fractures"
"S62.601K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.601K",804,"800-809.99","Fractures"
"S62.601P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.601P",804,"800-809.99","Fractures"
"S62.601S",804,"800-809.99","Fractures"
"S62.602",804,"800-809.99","Fractures"
"S62.602A",804,"800-809.99","Fractures"
"S62.602B",804,"800-809.99","Fractures"
"S62.602D",804,"800-809.99","Fractures"
"S62.602G",804,"800-809.99","Fractures"
"S62.602K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.602K",804,"800-809.99","Fractures"
"S62.602P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.602P",804,"800-809.99","Fractures"
"S62.602S",804,"800-809.99","Fractures"
"S62.603",804,"800-809.99","Fractures"
"S62.603A",804,"800-809.99","Fractures"
"S62.603B",804,"800-809.99","Fractures"
"S62.603D",804,"800-809.99","Fractures"
"S62.603G",804,"800-809.99","Fractures"
"S62.603K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.603K",804,"800-809.99","Fractures"
"S62.603P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.603P",804,"800-809.99","Fractures"
"S62.603S",804,"800-809.99","Fractures"
"S62.604",804,"800-809.99","Fractures"
"S62.604A",804,"800-809.99","Fractures"
"S62.604B",804,"800-809.99","Fractures"
"S62.604D",804,"800-809.99","Fractures"
"S62.604G",804,"800-809.99","Fractures"
"S62.604K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.604K",804,"800-809.99","Fractures"
"S62.604P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.604P",804,"800-809.99","Fractures"
"S62.604S",804,"800-809.99","Fractures"
"S62.605",804,"800-809.99","Fractures"
"S62.605A",804,"800-809.99","Fractures"
"S62.605B",804,"800-809.99","Fractures"
"S62.605D",804,"800-809.99","Fractures"
"S62.605G",804,"800-809.99","Fractures"
"S62.605K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.605K",804,"800-809.99","Fractures"
"S62.605P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.605P",804,"800-809.99","Fractures"
"S62.605S",804,"800-809.99","Fractures"
"S62.606",804,"800-809.99","Fractures"
"S62.606A",804,"800-809.99","Fractures"
"S62.606B",804,"800-809.99","Fractures"
"S62.606D",804,"800-809.99","Fractures"
"S62.606G",804,"800-809.99","Fractures"
"S62.606K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.606K",804,"800-809.99","Fractures"
"S62.606P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.606P",804,"800-809.99","Fractures"
"S62.606S",804,"800-809.99","Fractures"
"S62.607",804,"800-809.99","Fractures"
"S62.607A",804,"800-809.99","Fractures"
"S62.607B",804,"800-809.99","Fractures"
"S62.607D",804,"800-809.99","Fractures"
"S62.607G",804,"800-809.99","Fractures"
"S62.607K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.607K",804,"800-809.99","Fractures"
"S62.607P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.607P",804,"800-809.99","Fractures"
"S62.607S",804,"800-809.99","Fractures"
"S62.608",804,"800-809.99","Fractures"
"S62.608A",804,"800-809.99","Fractures"
"S62.608B",804,"800-809.99","Fractures"
"S62.608D",804,"800-809.99","Fractures"
"S62.608G",804,"800-809.99","Fractures"
"S62.608K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.608K",804,"800-809.99","Fractures"
"S62.608P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.608P",804,"800-809.99","Fractures"
"S62.608S",804,"800-809.99","Fractures"
"S62.609",804,"800-809.99","Fractures"
"S62.609A",804,"800-809.99","Fractures"
"S62.609B",804,"800-809.99","Fractures"
"S62.609D",804,"800-809.99","Fractures"
"S62.609G",804,"800-809.99","Fractures"
"S62.609K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.609K",804,"800-809.99","Fractures"
"S62.609P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.609P",804,"800-809.99","Fractures"
"S62.609S",804,"800-809.99","Fractures"
"S62.61",804,"800-809.99","Fractures"
"S62.610",804,"800-809.99","Fractures"
"S62.610A",804,"800-809.99","Fractures"
"S62.610B",804,"800-809.99","Fractures"
"S62.610D",804,"800-809.99","Fractures"
"S62.610G",804,"800-809.99","Fractures"
"S62.610K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.610K",804,"800-809.99","Fractures"
"S62.610P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.610P",804,"800-809.99","Fractures"
"S62.610S",804,"800-809.99","Fractures"
"S62.611",804,"800-809.99","Fractures"
"S62.611A",804,"800-809.99","Fractures"
"S62.611B",804,"800-809.99","Fractures"
"S62.611D",804,"800-809.99","Fractures"
"S62.611G",804,"800-809.99","Fractures"
"S62.611K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.611K",804,"800-809.99","Fractures"
"S62.611P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.611P",804,"800-809.99","Fractures"
"S62.611S",804,"800-809.99","Fractures"
"S62.612",804,"800-809.99","Fractures"
"S62.612A",804,"800-809.99","Fractures"
"S62.612B",804,"800-809.99","Fractures"
"S62.612D",804,"800-809.99","Fractures"
"S62.612G",804,"800-809.99","Fractures"
"S62.612K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.612K",804,"800-809.99","Fractures"
"S62.612P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.612P",804,"800-809.99","Fractures"
"S62.612S",804,"800-809.99","Fractures"
"S62.613",804,"800-809.99","Fractures"
"S62.613A",804,"800-809.99","Fractures"
"S62.613B",804,"800-809.99","Fractures"
"S62.613D",804,"800-809.99","Fractures"
"S62.613G",804,"800-809.99","Fractures"
"S62.613K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.613K",804,"800-809.99","Fractures"
"S62.613P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.613P",804,"800-809.99","Fractures"
"S62.613S",804,"800-809.99","Fractures"
"S62.614",804,"800-809.99","Fractures"
"S62.614A",804,"800-809.99","Fractures"
"S62.614B",804,"800-809.99","Fractures"
"S62.614D",804,"800-809.99","Fractures"
"S62.614G",804,"800-809.99","Fractures"
"S62.614K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.614K",804,"800-809.99","Fractures"
"S62.614P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.614P",804,"800-809.99","Fractures"
"S62.614S",804,"800-809.99","Fractures"
"S62.615",804,"800-809.99","Fractures"
"S62.615A",804,"800-809.99","Fractures"
"S62.615B",804,"800-809.99","Fractures"
"S62.615D",804,"800-809.99","Fractures"
"S62.615G",804,"800-809.99","Fractures"
"S62.615K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.615K",804,"800-809.99","Fractures"
"S62.615P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.615P",804,"800-809.99","Fractures"
"S62.615S",804,"800-809.99","Fractures"
"S62.616",804,"800-809.99","Fractures"
"S62.616A",804,"800-809.99","Fractures"
"S62.616B",804,"800-809.99","Fractures"
"S62.616D",804,"800-809.99","Fractures"
"S62.616G",804,"800-809.99","Fractures"
"S62.616K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.616K",804,"800-809.99","Fractures"
"S62.616P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.616P",804,"800-809.99","Fractures"
"S62.616S",804,"800-809.99","Fractures"
"S62.617",804,"800-809.99","Fractures"
"S62.617A",804,"800-809.99","Fractures"
"S62.617B",804,"800-809.99","Fractures"
"S62.617D",804,"800-809.99","Fractures"
"S62.617G",804,"800-809.99","Fractures"
"S62.617K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.617K",804,"800-809.99","Fractures"
"S62.617P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.617P",804,"800-809.99","Fractures"
"S62.617S",804,"800-809.99","Fractures"
"S62.618",804,"800-809.99","Fractures"
"S62.618A",804,"800-809.99","Fractures"
"S62.618B",804,"800-809.99","Fractures"
"S62.618D",804,"800-809.99","Fractures"
"S62.618G",804,"800-809.99","Fractures"
"S62.618K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.618K",804,"800-809.99","Fractures"
"S62.618P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.618P",804,"800-809.99","Fractures"
"S62.618S",804,"800-809.99","Fractures"
"S62.619",804,"800-809.99","Fractures"
"S62.619A",804,"800-809.99","Fractures"
"S62.619B",804,"800-809.99","Fractures"
"S62.619D",804,"800-809.99","Fractures"
"S62.619G",804,"800-809.99","Fractures"
"S62.619K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.619K",804,"800-809.99","Fractures"
"S62.619P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.619P",804,"800-809.99","Fractures"
"S62.619S",804,"800-809.99","Fractures"
"S62.62",804,"800-809.99","Fractures"
"S62.620",804,"800-809.99","Fractures"
"S62.620A",804,"800-809.99","Fractures"
"S62.620B",804,"800-809.99","Fractures"
"S62.620D",804,"800-809.99","Fractures"
"S62.620G",804,"800-809.99","Fractures"
"S62.620K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.620K",804,"800-809.99","Fractures"
"S62.620P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.620P",804,"800-809.99","Fractures"
"S62.620S",804,"800-809.99","Fractures"
"S62.621",804,"800-809.99","Fractures"
"S62.621A",804,"800-809.99","Fractures"
"S62.621B",804,"800-809.99","Fractures"
"S62.621D",804,"800-809.99","Fractures"
"S62.621G",804,"800-809.99","Fractures"
"S62.621K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.621K",804,"800-809.99","Fractures"
"S62.621P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.621P",804,"800-809.99","Fractures"
"S62.621S",804,"800-809.99","Fractures"
"S62.622",804,"800-809.99","Fractures"
"S62.622A",804,"800-809.99","Fractures"
"S62.622B",804,"800-809.99","Fractures"
"S62.622D",804,"800-809.99","Fractures"
"S62.622G",804,"800-809.99","Fractures"
"S62.622K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.622K",804,"800-809.99","Fractures"
"S62.622P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.622P",804,"800-809.99","Fractures"
"S62.622S",804,"800-809.99","Fractures"
"S62.623",804,"800-809.99","Fractures"
"S62.623A",804,"800-809.99","Fractures"
"S62.623B",804,"800-809.99","Fractures"
"S62.623D",804,"800-809.99","Fractures"
"S62.623G",804,"800-809.99","Fractures"
"S62.623K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.623K",804,"800-809.99","Fractures"
"S62.623P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.623P",804,"800-809.99","Fractures"
"S62.623S",804,"800-809.99","Fractures"
"S62.624",804,"800-809.99","Fractures"
"S62.624A",804,"800-809.99","Fractures"
"S62.624B",804,"800-809.99","Fractures"
"S62.624D",804,"800-809.99","Fractures"
"S62.624G",804,"800-809.99","Fractures"
"S62.624K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.624K",804,"800-809.99","Fractures"
"S62.624P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.624P",804,"800-809.99","Fractures"
"S62.624S",804,"800-809.99","Fractures"
"S62.625",804,"800-809.99","Fractures"
"S62.625A",804,"800-809.99","Fractures"
"S62.625B",804,"800-809.99","Fractures"
"S62.625D",804,"800-809.99","Fractures"
"S62.625G",804,"800-809.99","Fractures"
"S62.625K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.625K",804,"800-809.99","Fractures"
"S62.625P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.625P",804,"800-809.99","Fractures"
"S62.625S",804,"800-809.99","Fractures"
"S62.626",804,"800-809.99","Fractures"
"S62.626A",804,"800-809.99","Fractures"
"S62.626B",804,"800-809.99","Fractures"
"S62.626D",804,"800-809.99","Fractures"
"S62.626G",804,"800-809.99","Fractures"
"S62.626K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.626K",804,"800-809.99","Fractures"
"S62.626P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.626P",804,"800-809.99","Fractures"
"S62.626S",804,"800-809.99","Fractures"
"S62.627",804,"800-809.99","Fractures"
"S62.627A",804,"800-809.99","Fractures"
"S62.627B",804,"800-809.99","Fractures"
"S62.627D",804,"800-809.99","Fractures"
"S62.627G",804,"800-809.99","Fractures"
"S62.627K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.627K",804,"800-809.99","Fractures"
"S62.627P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.627P",804,"800-809.99","Fractures"
"S62.627S",804,"800-809.99","Fractures"
"S62.628",804,"800-809.99","Fractures"
"S62.628A",804,"800-809.99","Fractures"
"S62.628B",804,"800-809.99","Fractures"
"S62.628D",804,"800-809.99","Fractures"
"S62.628G",804,"800-809.99","Fractures"
"S62.628K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.628K",804,"800-809.99","Fractures"
"S62.628P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.628P",804,"800-809.99","Fractures"
"S62.628S",804,"800-809.99","Fractures"
"S62.629",804,"800-809.99","Fractures"
"S62.629A",804,"800-809.99","Fractures"
"S62.629B",804,"800-809.99","Fractures"
"S62.629D",804,"800-809.99","Fractures"
"S62.629G",804,"800-809.99","Fractures"
"S62.629K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.629K",804,"800-809.99","Fractures"
"S62.629P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.629P",804,"800-809.99","Fractures"
"S62.629S",804,"800-809.99","Fractures"
"S62.63",804,"800-809.99","Fractures"
"S62.630",804,"800-809.99","Fractures"
"S62.630A",804,"800-809.99","Fractures"
"S62.630B",804,"800-809.99","Fractures"
"S62.630D",804,"800-809.99","Fractures"
"S62.630G",804,"800-809.99","Fractures"
"S62.630K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.630K",804,"800-809.99","Fractures"
"S62.630P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.630P",804,"800-809.99","Fractures"
"S62.630S",804,"800-809.99","Fractures"
"S62.631",804,"800-809.99","Fractures"
"S62.631A",804,"800-809.99","Fractures"
"S62.631B",804,"800-809.99","Fractures"
"S62.631D",804,"800-809.99","Fractures"
"S62.631G",804,"800-809.99","Fractures"
"S62.631K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.631K",804,"800-809.99","Fractures"
"S62.631P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.631P",804,"800-809.99","Fractures"
"S62.631S",804,"800-809.99","Fractures"
"S62.632",804,"800-809.99","Fractures"
"S62.632A",804,"800-809.99","Fractures"
"S62.632B",804,"800-809.99","Fractures"
"S62.632D",804,"800-809.99","Fractures"
"S62.632G",804,"800-809.99","Fractures"
"S62.632K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.632K",804,"800-809.99","Fractures"
"S62.632P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.632P",804,"800-809.99","Fractures"
"S62.632S",804,"800-809.99","Fractures"
"S62.633",804,"800-809.99","Fractures"
"S62.633A",804,"800-809.99","Fractures"
"S62.633B",804,"800-809.99","Fractures"
"S62.633D",804,"800-809.99","Fractures"
"S62.633G",804,"800-809.99","Fractures"
"S62.633K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.633K",804,"800-809.99","Fractures"
"S62.633P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.633P",804,"800-809.99","Fractures"
"S62.633S",804,"800-809.99","Fractures"
"S62.634",804,"800-809.99","Fractures"
"S62.634A",804,"800-809.99","Fractures"
"S62.634B",804,"800-809.99","Fractures"
"S62.634D",804,"800-809.99","Fractures"
"S62.634G",804,"800-809.99","Fractures"
"S62.634K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.634K",804,"800-809.99","Fractures"
"S62.634P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.634P",804,"800-809.99","Fractures"
"S62.634S",804,"800-809.99","Fractures"
"S62.635",804,"800-809.99","Fractures"
"S62.635A",804,"800-809.99","Fractures"
"S62.635B",804,"800-809.99","Fractures"
"S62.635D",804,"800-809.99","Fractures"
"S62.635G",804,"800-809.99","Fractures"
"S62.635K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.635K",804,"800-809.99","Fractures"
"S62.635P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.635P",804,"800-809.99","Fractures"
"S62.635S",804,"800-809.99","Fractures"
"S62.636",804,"800-809.99","Fractures"
"S62.636A",804,"800-809.99","Fractures"
"S62.636B",804,"800-809.99","Fractures"
"S62.636D",804,"800-809.99","Fractures"
"S62.636G",804,"800-809.99","Fractures"
"S62.636K",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"S62.636K",804,"800-809.99","Fractures"
"S62.636P",733.8,"730-739.99","OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
